,sentiment,text
352,0,"mn state senator/doctor jenson admits doctors are told to fake covid 19 death certificates 2 inflate numbers ""from a document i received i felt like they were saying you do not have 2 have a confirmed laboratory test 4 covid 19 in order 2 make the death certificate be covid 19"" pic twitter com/xpbsjtv3op"
353,0,all bars and restaurants are closed the return of massive house parties
354,0,a great example of my anxiety just taking me completely over dave washing dishes me sweeping vacuuming folding laundry and cleaning the bathroom i had gotten on just to see how my work was on my job
355,0,most estimates quote 0 1% for flu and around 2 5% for coronavirus
356,0,ha what is better the fact that they not only tried to profit on the coronavirus but also tried to screw their own neighboors who lost their homes & lives in the tornado that makes it better
357,0,freedom is worth missing fragrance of mountains and its touch – at rajbagh
358,0,ー19 scary to think that the last place in the world where you can touch safely family and friends faces and body will be this screen and such apps when you tap pic twitter com/do1xjkfn1z
359,1,no evidence to suggest tablighi role in continuous rise in covid cases scientists via
360,0,if i get the coronavirus i'm sneezing on every cat owner i see
361,0,i'm officially pissed off at coronavirus
362,0,in what could be a straight out of bollywood type lockdown plot coming alive four men were arrested in jammu's poonch for faking the death of one among them to evade the coronavirus lockdown while making way towards their native village …
363,0,our best weapon against coronavirus is to test everybody rolling out antibody tests now would give us a much better idea of just how big and how lethal the epidemic is via
364,0,the man who to serve the poor and needy people's he is a ex mayor hyderabad majid hussain from day1 of till now no rest nothing hat's off to u sahab
365,0,ok sir now it is your turn i'll take two swabs one from your oropharynx then your nasopharynx do not worry it will only tickle *cough* hurt *cough* a lil bit hospital …
366,0,pandemic of mental illness is also as important as covid is it is high time to act as a nation (both awaam and media)
367,0,"""solidarity” is an international (400 hospitals in 35 countries) clinical trial launched by who to compare four treatment options against covid 19 arm of halted in who solidarity trial …"
368,0,govt is failed firstly in early implementation of preventive measure and now the strict compliance of sops the nos of corona victims r on massive increase after so called smart lockdown
369,0,the time ticking soo fast that i have been graduated now june month is here and fear of corona is still there do not know what going to happen next
370,1,an important retraction of a lancet paper
371,1,the visionary tata's support in india's industrial scientific and health etc basic structure is commendable which is helping the country in the fight against today
372,0,if my daughter does not get to have her high school graduation because people are morons and will not just stay the hell af home for the next two weeks you will not have to worry about the corona virus getting you you will have to worry about me
373,1,we will win fight against corona /ipebjo9zlq
374,0,market called the fed's all in bluff $spy
375,1,#ınstagood imdadullah72 days …
376,0,illness supposedly related to covid 19 would kill more people in the aftermath of the pandemic easing lockdown is key to avoid to such caterstrophic turn of events
377,0,you are if you do not know that you are spreading the virus or a cold or a flu or a traffic accident or any number of things that kill far more people than coronavirus every day this is craziness
378,1,watch new song on corona crisis on youtube sung by me and my sister song courtesy little soldiers movie
379,0,corona virus you mean swag something we asians got
380,1,despite nizzamudin it is good number not that much growth we can defeat corona soon
381,0,flagship prices increased by 3 to 6k looks like mobiles sales going to be all time low with lockdown adding more burden to economy …
382,1,innovative spirits to tackle covid 19
383,0,americans overwhelmingly approve of trump's coronavirus travel ban via
384,0,the coronavirus is not shit my ex was more toxic
385,0,put the whole country on lock down and stop the spread of this virus immediately all of the deaths and spreading of the coronavirus is your fault for not having enough supplies test kits quarantines in place do it now to protect american citizens
386,0,sad to know that the popular music director from the sajid wajid duo passed away today at the age of 43 he was suffering from covid 19 rip pic twitter com/ts2bxacjzy
387,1,can we have an update on refund as per below tweets in such a situation where entire world is under lockdown there should be some positive reply from a responsible name like it is been delayed a lot and look forward to get the refund soon …
388,1,playing along to one of my favourites ‘kohinoor' by pic twitter com/udlca9pxxn
389,1,"very nice initiative by our and other officials we hv to fight against covid19 & we will get victory within 15 days if we follow the directions of our pm sahib & distt officials so 100% ""lockdown"" & if you need any thing there is no problem as admn is providing"
390,0,"""coronavirus could hurt boeing more than the 737 max crisis"""
391,0,you protested when the 2012 coronavirus was called mers (middle east respiratory syndrome) or the arab population is not important maybe you want him to name this virus far east virus
392,0,"""so if i had miss 80 litres of petrol in 90 days i will not fill my tank with 80 litres post lockdown"" some part of revenue is foregone forever man_bowing"
393,0,this mickey mouse government suffers a “lack of forward thinking” report between 35% to 70% of canadians could become infected with coronavirus ffs teachers want to strike anyway
394,0,hill restaurant group we might have hurt our brand me ya think
395,0,i think it is being slightly over hyped by the media and i've seen that the flu is more deadly than the corona virus so tbh i'm not super worried about it
396,0,[video] coronavirus 70 to 80% of dutch flower production destroyed
397,1,covid19 family video
398,1,eid celebration down stay home
399,0,all i hear everywhere is coronavirus this and coronavirus that i'm less worrried about the actual virus and more worried i'm going to die in an accident creating by all the people freaking out about it at this point
400,0,bruh this corona virus shit with canceling everything is annoying smhhh
401,0,pelosi's coronavirus stimulus includes return of 'obamaphones ' other unrelated items gop says this drunk is crazy
402,1,coronavirus outbreak robert de niro joaquin phoenix among others sign editorial urging world leaders against 'returning to normal' firstpost
403,0,fuck corona pic twitter com/uvb8tlchmh
404,0,the media's handling of the coronavirus was exactly what trump was speaking to yet msm misrepresents at every turn and liberals repeat the lies did caro apologize for her/his tweet crickets
405,0,also pls help kids below 7th std pls do not start physical school till vaccine/medicine r made available to them else it would be very bad damage to kids as covid19 could spread fast in kids
406,0,tonight what lies will we hear will bernie continue fear mongering saying the will take more lives than wwii will biden be question about being vp during
407,0,i had a coworker today tell me his heart appointment was post poned due to the corona virus and will not be able to get in until a few months from now he has a serious heart condition and man this is just ridiculous
408,1,koyambedu improperly divided 2 meet d influx on d dates of mindless complete lockdown which was boomeranged 2 single sources made chennai a hotbed thank god kasimedu fishingyard not operative otherwise chennai would have been a land of corpses i am unhappy here in chennai
409,1,go corona plz ab jaao na my sweet enemy see this instagram post by
410,0,google bangalore employee tests positive for coronavirus and office park shuts down according to internal emails
411,0,miss u too babe lets meet after this corona thingy is over '(
412,0,in response to covid19 nba 2k20 has temporarily closed the neighbourhood _19
413,0,thread i'm a doctor board certified in internal medicine i work in a community hospital (affiliated with a major university hospital system) in an affluent area of a red state in the midwest coronavirus scares the shit out of me
414,0,an initiative step taken by the govt the decision to extend lockdown is good for the citizens of the country somehow ppl miss going out hangout with friends but once this is over we can go out and enjoy as much as we can but till the time we should stay in our home _19
415,0,since coronavirus is especially fatal to people older than 60 years of age sant shri asharamji bapu should be released from prison as he is 85 years old to reduce the risk of infection …pic twitter com/w9ecurqxtn
416,0,wicked nancy will take credit for all the good comes from the white house the hill's morning report — coronavirus tests a partisan washington
417,0,trump urged mnuchin to pressure fed's powell on economic stimulus in explosive tirade about coronavirus
418,1,covid 19 complete lockdown saturday & sunday business monday to friday till 7 00 pm
419,0,so they cancelled gym classes because of the see now i'm mad
420,0,fourth death in gurugram due to coronavirus infection 129 fresh cases | gurgaon news times of india …
421,0,"walmart is adding jobs in connecticut in relation to ""demand"" during the coronavirus scare"
422,0,i want our youth to play their role in helping our fight against the covid 19 by joining our corona tiger force which will be organised to do jihad against the suffering caused by this pandemic
423,0,i'm so happy billie said something about because there is so many teenagers and young people who do not realize how intense and serious the situation is we need to take as many precautions as we can now before it gets too late
424,1,we will well soon we won this war against covid19
425,0,to those doing panic shopping to those walking around in masks and hand sanitizers to those staying indoors to those fleeing with their families to corona free countries gentle reminder to never again look down on refugees
426,1,from red_heart news front a lockdown music vedio by and team releasing soon
427,0,he is not worried about the coronavirus he can wash his hands and cover his mouth when he coughs worried about no toilet paper water bottles to crunch and no expensive restaurant food
428,1,do you know *some positive stories of past week coronavirus quarantine to take your mind off the gloominess* knowledge is light please subscribe my channel like | share | comment hit bell icon to get notification of latest video's pic twitter com/itzs5zds3d
429,1,going to be on the lines of this lockdown do something special for your mom/cook her a meal etc etc
430,0,when this corona shit passes we have to promise each other that we are going to tell to our kids that we survived a zombie apocalypse in 2020
431,0,ani did not mentioned the cause of death koi corona bata raha hai koi kidney failure …
432,0,ease the risks of coronavirus and other global threats join us for a timely discussion on april 1st
433,0,bored sitting at home remember there are peoples who have no homes
434,0,u should not advise bankers to leave job and should respect them also as they are covid warriors they are the back bone of economy and psb are always ready for govt call we worked day and night for jandhan demonitization as well as also in lockdown we are serving nation
435,0,"on march 9th dumb donnie (wants to ""nuke"" hurricanes) said that coronavirus cases will soon be down to zero dumb donnie (windmills cause cancer) loves putin as he co conspired for our kurd allies to be slaughtered and sells our military's blood to guard saudi arabian oil"
436,0,i do not think this coronavirus is even that deep this is not the bubonic plague shit is literally an aggressive flu
437,1,ー19 #فيروس_كورونا #كرونا _coronasmuggler indeed folded_hands nothing is more satisfying than this red_heart backhand_index_pointing_right Pakistan – at karachi | کراچی pakistan
438,0,mitch mcconnell is doing the classic “victimhood card” by going after now mcconnell is seeking to destroy our judicial system for decades to come it is sickening & immoral to do this during the crisis #
439,0,anxious about coronavirus but still want to look at twitter mute the word in browser 1 click 'more' 2 'settings and privacy' 3 content preferences 4 muted (under 'safety') 5 muted words 6 click the + in top right 7 enter the word and choose settings 8 hit save
440,0,lying snake senator dumped up to $1 6 million of stock after reassuring public about coronavirus preparedness
441,0,going to try and but out the in hopes it goes away is not going to happen this should show the american people you are definately not up to the job as a leader no way now how
442,0,respected sir what is the time to fight together with corona but to stay away from far away victory will be ours god is with us
443,0,everything is strategy by as corona virus is garbage shit virus lol
444,0,coronavirus concerns cancel first two seattle cruise sailings of 2020 via
445,0,dear lovely coronavirus please know that if you touch our queen and goddess cher i will fight the living f**k out of you much jenie
446,0,first plasma therapy patient in recovers from coronavirus
447,0,yeah because continued eu freedom of movement will help stop the coronavirus
448,1,in light of the new measures announced by the govt to combat the spreading of covid 19 we will be implementing some changes to our operations to maintain our utmost best to safeguard the well being of everyone …
449,0,and corona slipped in
450,0,in this difficult time of covid 19 please advise how can we go out collect such a heavy school fees and pay in first week of april please advise schools to cancel fees hike and allow parents to pay till june'20 with 2 3 instalments
451,1,2 chinese americans use art to honor frontline covid fighters …
452,1,a view of deserted srinagar city illuminated by lights on the eve of shabi e qadr on wednesday amidst lockdown against covid 19 muslims across the globe offer night long prayers and recite quran during the 27th night of holy fasting month of ramzan – at srinagar
453,0,it very rare for me to get angry and even more unlikely for me to cry from anger but i'm pissed i just came home crying from anger because i took a few of our cartons of milk to my brother's coworker i'm not angry because i gave her some of our milk
454,0,"they started again china's deadly 'wet markets' are back start selling bats cats and pangolins amid covid pandemic source ""oneindia"" via dailyhunt download now"
455,0,this is not the corona virus let us call it what it is it is the democrat virus they were so consumed with impeachment that they cost us valuable time in fighting this chinese engineered disease
456,0,we hosting a fuck party tn
457,1,front view of zee news markaz in noida this is the new hotbed of coronavirus spreaders in india this place single handedly derailing india's effort to fight covid 19
458,0,why containment measures are critical for fighting the spread of coronavirus
459,0,"pathetic service in kolkata india brought a 55"" & 65"" master series bravia tv paying huge amounts of money one of the tv is not working past 2 weeks but no here to attend inspite being partial lockdown here my contact no 9830726554"
460,0,i really hope the panic from coronavirus reminds everyone to stop using their phone when they go to the bathroom
461,0,breaking a school in sydney's northern suburbs has closed due to coronavirus fears
462,1,might be cjp will ask from the federal govt that whether the corona will on leave especially wef from monday to friday and will remain in field on saturday & sunday
463,1,with
464,0,sick with worry an employer's guide to managing concerns in the via
465,0,portland has come up with brilliant idea to stop spread of coronavirus in the 'houseless' community
466,0,hotels anyway newark always seems so punitive from fines for giving beggars money to threatening jail time for spreading rumors online about coronavirus
467,0,the coronavirus is bad but think of all these poor people wiping their ass with paper towels
468,0,figures in america and europe cannot be trusted due to fake death certificates in rest of the world if you look at number of deaths carefully it is an every year sesonal flu with common corona virus
469,0,heard coronavirus ass told people ass need ass
470,1,"very nice initiative by our and other officials we hv to fight against covid19 & we will get victory within 15 days if we follow the directions of our pm sahib & distt officials so 100% ""lockdown"" & if you need any thing there is no problem as admn is providing"
471,0,nahi bhakt aur bhagwan k bich corona nahi corona teaches us that these so called godmen & brokers of religion r in between god & his children does a child require any mediator to approach his parents shops of all mediators need to b shut …
472,0,the covid crisis has forced us to push pause & to cherish the small stuff
473,0,what kkm has been doing is a tremendous job we are halfway to the victory if total lockdown is a significant game changer then be it do not loosen the lockdown its going to hurt our pocket but we just have to there is no point of going back to work but die 1 week after
474,1,just watching & movie psycho and in movie when asked who is your fav bowler he said that‘s why you are world ambassador pic twitter com/l1xy1sstwo
475,1,it is time to bring revolution let us join our hands and something should be done so that people of will do not have to go out ー19
476,0,i am more worried about my family becoming impoverished than us catching coronavirus
477,0,can coronavirus shut the hell up for a minute i need to see my therapist but cannot for 1 2 weeks cus the bitch ass is scaring everyone
478,1,wud be happy states take u into board and plan to curb corona earliest
479,0,doctor says president tests negative for coronavirus
480,1,is a congregation of traitors they were successful in defeating the sole purpose of the be ready for the daily spikes of new cases which has now started till then act secular as and
481,0,sorry but i do not think i can stomach a trump cartoon i pray every night for this nightmare to end soon and i do not mean the coronavirus
482,0,federal govt skeptical of punjab's coronavirus testing data …
483,0,absolute nonsense you are basing flu deaths on estimate cases and coronavirus death on confirmed cases you have zero idea how many people in the usa have coronavirus as more and more people get tested the death rate will drop drastically as it has in china and south korea
484,0,please burn corona infected dead persons in electric creeamatorium
485,1,thanks to this hindu family heart_suit they woke up to prepare sehri for this muslim girl she is a student and she is living with them due to the ongoing lockdown humanity alive heart_suit
486,0,hi are there any exceptions to canceling non refundable tickets booked to attend a convention postponed due to concerns about novel coronavirus can a refund be processed for a group of students
487,1,good morning medam india fight corona wonderful leadership hon pm ji and thanks support sir and ji
488,0,this gobar terrorist has gone completely gobar they are all back your gaumutra pm does not even speak to cms of indian states your coronavirus suspect flee from hospitals because they know doctors remove vital organs and sell them thugstan hang your head in shame
489,0,"""look for the helpers"" in these scary pandemic times we could all use a little mr rogers like re assurance by via twitter com/xvha2aq1cq"
490,0,i do not believe we are overreacting to the coronavirus there is no vaccine for it and there will not be one for at least a year the fatality rate is over 3% versus 1% for the flow we have no idea how many people are testing positive for the virus going to be huge numbers
491,0,when was this picture is my last one taken with soo much with soo much of fear factor built now and __19 being this picture will just be a great memory
492,0,there are people who need to go back to work to get paid or else they will die of hunger not covid machines and factories need to be kickstarter to get the economy running i imagine the decision is complex
493,1,welcome to corona from the corona capital if india
494,0,numerous signs of the spread of the coronavirus within the society
495,1,recover soon you are a corona warrior
496,0,for stock punters lockdown & no lockdown does not make sense they have lost almost 50% in march on an average worst month since 1998 for industrialist obviously they have pressure to retain manpower & business
497,0,i'm so sick of this coronavirus shit its ridiculous how much of it is flooding socials you all worried about dying of this when you could get gunned down or in a car accident
498,1,citizens love you police covid 19 has transformed our hearts for khaki how many other government department officials have been entrusted with public sewa none other than you even doctors safety is you responsibility now our respect is for every rank thank you jai ho smiling_face_with_smiling_eyes red_heart
499,1,have a boost for your immune system now fight the virus with your own immunity grab a juice cleanse program and stay healthy (covid 19 promo set at only $69) *ending 31st…
500,0,raise your voice for justice of victumized telenor bank employees who have been terminated from their jobs durimg the corona pandemic i appeal chief justice of pakistan prime minister imran and state bank of pakistan to take noitice of these illegal termination of employees
501,0,give me a break trump is a con man he uses “double speak” he said the coronavirus was a hoax by the dems fact in their description of trumps after the fact statement was covering up trump admin has made a terrible mess he is downplaying it all
502,0,intensifying coronavirus fears rattle voters and elections officials in advance of tuesday primaries
503,0,ayatollah west does not want its virus failures to be seen sunday 10 may ⁣ ⁣⁣ _day ⁣⁣ ⁣⁣
504,0,if i was ever tested positive from coronavirus i'd bitchslap everyone around me
505,0,lockdown did its job but now i fear the will force us to coming in june 2nd week …
506,0,this coronavirus shit has my anxiety in a bunch
507,0,the administration might really but i am sure the lecturer stills want you to finish your term paper and the midterm tests do not bother a lot i can help you out with affordable prices
508,0,dear sir us secretary of defense and the war against the 19 covid virus has evolved into a global war …
509,0,i'm not even gunna be upset if i get the coronavirus ima be mad as hell you are gunna tell me after 5 years of hell at uci a week before i graduate a flu is gunna take me out no ma'am no not over here do not even got money for all that
510,0,what if they started a war — but everyone was infected with coronavirus and too sick to fight
511,0,we must not let small businesses fail boeing caused their troubles long before coronavirus
512,0,need of the hour is lockdown continue
513,1,check out big gallery of motivation and inspirational quotes fire fire
514,1,first of june 2020 after lockdown 5 /3xbuwuiep0 – at tata ariana
515,0,cleaning all my devices tonight phones tablets laptops point of sale machines key fobs ー19
516,0,assalam walekum bhai god bless you and your bhai i ask you 1 request please i am in my also in tension for so please bhai help me bhai 'm from hyderabad bhai do not mind salman folded_hands folded_hands crying_face crying_face my contact no 7287862345
517,0,a confirmed case of covid 19 in sa kaeo is a thai waitress recently back from pattaya a timeline was released of her movements over the past two weeks …
518,1,thank you so much to those human being who are working & helping while our country is locked down due to covid 19 really hats off god bless you guys jai hind India jai maharashtra triangular_flag
519,0,intimidating a look at demand for critical care beds in italy during the early days of outbreak there
520,0,the central government has quarantined 1800 people linked to jamaat event meanwhile the number of covid 19 positive cases has gone up by 358 in the biggest spike in 24 hr period some suicide bombers will self destroy and also destroy this country with their foolishness as fig pic twitter com/92hlykyzha
521,0,georgia postpones presidential primary after coronavirus fears becoming second state to move its election 1584229533 … newsweek
522,0,>> jammu and kashmir reports 07 new positive cases of coronavirus raising total no of confirmed cases to 62 with 02 deaths & 02recoveries official
523,0,do i have coronavirus or is it just a hangover the question on every australian's mind this morning _19australia
524,0,some (many ) people get the coronavirus but do not get ill as in have no symptoms so probably will not get tested anyway
525,1,‘love your neighbor as yourself ' matthew 22 39 niv
526,1,web designer covid 19 national lockdown day 8 bbcearth _photography2018 _n_wings … …
527,0,this damn corona virus came at the wrong damn time allergy season came in full force now i cannot tell if people sneezin because they sick sick or not
528,1,17 days in solitary lockdown
529,0,costco suspends free sample program in stores amid coronavirus concerns
530,1,and do corona free your busines with complete digital marketing by maps solution … …
531,0,coronavirus testing on kids is a nervous next step on way to covid 19 vaccine
532,0,this just means small business owners will close permanently the govt is a fucking with the lives of small business owners and not taking responsible action lockdown and ensure small businesses survive
533,0,tormund did not kill a giant at 10 sleep with the giant's wife and suck the giants tit for 3 months just to be taken out by coronavirus
534,0,corona is fake
535,0,when curfew on kashmir is neglected by world superpower then as a consequence that superpower has become most affected country by coronavirus and there is no one who can console for their loss
536,0,corrupt democrats spreading fear and causing panic to cause a global economic collapse approx 7 000 people die every day in the usa from causes other than the coronavirus only 200 have died in the us from coronavirus so 200 is a very small number why are we all panicking
537,0,this is worst than covid19
538,0,my thoughts today definitely need some mindset shifting today this low level anxiety around the coronavirus is very unsettling i'm trying to focus on the things i can control today how about you how are you coping pic twitter com/otogkmveca
539,0,it is not the flu it has much greater long term effects than the flu and it spreads incredibly easy in order to understand the prevention of the spread of the coronavirus you must understand herd immunity which it seems you do not
540,0,my heart sinks if not coronavirus hunger would kill folk and vice versa …
541,1,covid 19 research reviews – bcm family
542,0,they do not test much anyone for the coronavirus so that the numbers in japan stay low fortunately anyway i'm in a remote part of the country where we will probably be the last to get affected/infected
543,1,"a m*slim couple thanked rss saying ""aap toh khuda ho"" after the rss swayamsevak helped the pregnant m*slim woman deliver in ambulance mizoram church praised rss for helping people from north east with food money and materials during lockdown rss is beyond religion"
544,0,absolutely love these & even more so under the current circumstances
545,0,this man is about to pummel coronavirus into submission stay strong king
546,1,thanks for our mla corporator and ghmc team for their good work in curtailing spreading of covid 19 virus
547,0,once i catch coronavirus i got a list of people to go see talk shit get sick
548,1,really enjoy an educated pakistani pm quoting aristotle on when asked how to keep the ー19 fundraiser apolitical 'man is a political animal' thank you for this initiative pic twitter com/t5wnqregua
549,0,its funny seeing all these people fight and panic over food the same people who discriminated over muslim refugees fleeing their war torn countries the audacity wash your ass karen
550,0,this coronavirus got serious real quick pretty scary
551,0,human cause nature disaster nature retaliates corona amphan n locust n further become worst
552,0,for sure during protest social distancing is lost and close contacts between each other may defenitely be enough reason for the spread of covid 19 cases increasing disproportionately so sad and sorry about the circumstances andcause of self inflicting damage for americans …
553,0,my mom coworker kids got the coronavirus and he bringing that shit to her job i already had to deal with her with the flu
554,0,corona & locust are okay the deadliest & dangerous virus should be tackled first
555,0,lessons for hard times insights from …
556,1,wow the same as migrants in maharastra pyaade hai bcoz nothing done the best financial capital guardian minister has never been able to control covid19 in mumbai highest nos of cases in city & maharastra rare work of mahavikasaghadi then other states
557,0,around the world people r protesting out side us embassy is the super powers power so many country's curse is there for us of the day no one is above gods power n goerge floyds death is beginning of disaster of super power r jobless in us#
558,0,i'm an episcopal priest we do not check our brains at the door (i've had the talk with my parishioners last sunday and today about how to deal with the coronavirus threat )
559,0,along with the spread of the coronavirus also comes a rise in xenophobia and racist incidents toward the asian american community here's how the bay area is trying to combat it
560,0,sir as per up and haryana govt delhi mei jyada corona hai so delhi is saving their life should not govt make some temp hospitals like mumbai in up/haryana border
561,0,coronavirus just got worse
562,1,chief minister naveen patnaik praises sonu sood for helping stranded girls return to their home in odisha amid the lockdown chief minister naveen patnaik took to twitter to express his gratitude and praise bollywood… …
563,0,what a dope nolte bette midler attacks trump for not wanting ‘america's coronavirus numbers' to ‘go up' via
564,0,when the coronavirus scare is over i'm going to hug everyone i meet
565,0,you all really are going nuts over the coronavirus only in america you all
566,0,crisis over $spy $es_f $uup $tlt $vixpic twitter com/wytxqo22ez
567,0,oh you have no idea how much i've looked forward to these each day they have been a highlight of thess quarantine / lockdown days in sad to see it end thank you
568,1,good evening sir my self nishant solanki i have vaccine for coronavirus but it is not sure
569,1,allah made you you are beautiful allah takes care of you you are safe allah is with you you are not alone so cheer up and smile globe_showing_Europe-Africa crescent_moon kaaba mosque cloud_with_rain Pakistan
570,1,good solution
571,0,coronavirus just canceled 4/20 and now i'm mad good thing we have a whole month of it
572,0,*astard did not you kick them out of delhi shame on you doing theatrics now …
573,0,i'm doing wellness checks on a few teachers that i feel could be in danger if they were to get one of my teachers went to costa rica on spring break make sure you are looking after your teachers you all
574,0,hallmark movie writers somewhere are crying tears of joy writing a script where two enemies enter quarantine together as everything shuts down from coronavirus & they unexpectedly fall in love … it will be called “love sick” the girl will be white and the guy will also be white
575,0,why congress n other opposition not forming a group of corona fighters to reach out to medicos m hungry people alongwith public trusts who r actually reaching out
576,1,lol no politics on corona ahmed
577,1,london 2012 olympics day album 8year game badminton championship saina nehwal didi ji folded_hands folded_hands jawab white_heavy_check_mark nahi badminton sports_medal party_popper confetti_ball beautiful amazing to god blessed day bouquet rose bouquet yes coronavirus plus face_with_tears_of_joy thinking_face loudly_crying_face folded_hands yes
578,0,loved interview w/ the short doc pressed him on difference between and swine flu and seasonal flu
579,0,will coronavirus affect food supply first problem a possible shortage of workers
580,0,which i'm sure will turn down because you know socialism is bad for you do not you know you just got to pull your corona virus self up by the bootstraps
581,0,wait is not he the idiot who said the coronavirus is just the common cold no worries
582,0,"""child refugees"" a more like bearded 30 year old economic migrants and how many of them could be infected with corona virus no thanks got enough problems in europe already"
583,0,bangladesh awami league ministers say they have the power to stop the corona virus shala's head has become bad
584,1,the faster you respond to a the lesser will be the impact coordinated efforts clear communication a well charted bcp and teams will determine of companies in a post _19 world let us build and learn to not just survive
585,0,which virus is more dangerous
586,0,can we forgive china country sparked such a mammoth international crisis should be in global dog house us rallies on china for 97% of all its antibiotics after crisis get over international relationships may change
587,0,breakingnews dow futures tumble 1 000 points as oil price war adds to coronavirus stress
588,0,adp jobs report companies cut 27 00 jobs before the worst of the coronavirus …
589,0,i have people telling me the 'panic' is a ploy by democrats my reply is that the last time italy 'closed' was because of a world war they still are not persuaded i do not give up but i wonder if they will be the first to get and regret it
590,0,what ever dumb witchcraft shit they used to turn a dead rotting corpse in to a baby is what started the corona virus
591,1,good work sir no one can forget your ossam work for this crucial time covid 19
592,0,should we looking @ 's approach although closing schools there is infinitely easier as nearly everyone has a helper nevertheless pretty contained considering proximity to china
593,0,dicks who used the term 'damp squid' deserve coronavirus
594,1,smart lockdown did not work so ik announced sexy lockdown ー19
595,0,trump 'offers large sums' for to ugh embarrassing to be american right now
596,0,you think alarm about coronavirus has been created by the uk government
597,0,is free as a resident i would want it to stay the same kudos to the working hard in this tough times hope we do not loosen up the without a plan we have to remember we are close to both &
598,0,you have no clue how to find working scam numbers i'm not having any issue only you would say there is no coronavirus pathetic loser argument good luck finding who my eyes and ears are deep within slobrtc
599,0,italy and spain death rate coronavirus top crisis pic twitter com/jtjpbkjblj
600,1,sunset 1 june 2020 …
601,0,coronavirus is going to get worse if people do not stop going outside
602,1,why so late outcomes didi strategy must b planned for covid 19 first and than to opposition best of luck we r stranded outside wb since complete lockdown and families in wb
603,0,not everyone was blase reports from wuhan started in early jan as you will see from his tweets standsure was on the case very early on the uk has had 2 months to prepare and regardless of what uk 'scientists' say the chinese have shown how to deal with this virus
604,0,be honest we do not know who votes on these polls have you panicked shopped yet
605,1,a place with lots of memory
606,0,coronavirus india china border dispute uk plans to form 'd10' pakistan plane crash hong kong protests cyclone amphan us ends relationship with who nasa spacex launch us protests what is happening
607,0,how about uco just go ahead and give me my degree and we do not have to worry about what to do about the corona virus
608,0,coronavirus lockdown got me working on the 32894743 songs i started and abandoned
609,0,is there any chance this chaos can tank your desired position i have not been worried until now i think they are way over blowing the coronavirus to tank the economy and using msm to manipulate the uninformed reassure me
610,0,is wrong doing arti with 10 20 people in that temple
611,0,one of the short term positives out of this crisis the environment is getting a break from us hopefully we can get there after coronavirus with faster and better changes to reduce emissions
612,0,i'm already freaking out about the coronavirus and i most certainly do not need the “be best” queen spewing out anything no thanks
613,0,grim but knowledge is less scary than the unknown ——— harvard epidemiologist on the coronavirus “i do not think the virus can be stopped anymore” der spiegel
614,0,coronavirus stop the hysteria washington times a must read this is an excellent article
615,0,taiwan says who failed to act on transmission warning
616,0,i spit on you if i could but seriously if the gym does not let me in this morning where should i go ıd19 …
617,0,trump changes tone after dismissing coronavirus as a democratic 'hoax' | via
618,1,the only good thing about this lockdown is that i will not have an awkward birthday surprise which surprisingly is still a ritual
619,0,every bit of this panic and pandemonium is because of trump he lied tried to manipulate the markets and now takes no responsibility where the f is congress
620,1,boost your body with awesome exercise tips during lockdown 5 0 … …
621,1,we should all thank covid 19 not anyone elee
622,0,after all this coronavirus bs blows over yeah shits going to be lit
623,1,yes ppl are tweeting as if rainbow is going to cure corona
624,0,in light of the coronavirus the diocese of pittsburgh schools office is closing all diocesan schools (k 12) from march 16 until march 30 2020
625,0,then came lockdown 2 0 & 3 0 but emi moratorium not changed now we are close to get due date from bank for these emis but we are unable to pay that
626,0,between lockdown agra expressway …
627,0,cant find a network in ghatkopar for last 4hours what wrong with u guys pehle corona abhi
628,1,both my sons giving a try for rap challenge bout corona live recorded by me and edited by twitter com/ihtipvkyyb
629,0,dear recovery of +ve cases is slow which up_arrow chances of deaths so 2 boost d pace of _19 recovery we need 2 test above intervention along with available standard treatment via aiims & disseminate same2 public asap inorder 2 end pandemic
630,1,corona +this song – at maldives beach
631,0,“this coronavirus ” rush limbaugh asked “all of this panic is just not warranted ” it is a “fraud” by the deep state to spread panic in the populace manipulate the economy and suppress dissent per sean hannity guys let us meet in new rochelle and group hug
632,0,this coronavirus scaring me i'm bout ready to cancel all my trips
633,0,pokemon are also affected by the coronavirus pic twitter com/0rb2l9wat2
634,0,seriously？is corona virus touchable stuff？
635,1,lockdown birthday celebration is not that bad pic twitter com/kb8lgp2xzb – at haridwar
636,0,how the private bus will run in kolkata now after covid unless monetary help by bengal govt …
637,0,i hope that they record this in history books imagine people 60 years in the future will think there is a world pandemic and people are hoarding what why super shit's answer someone scared the shit out of people on a platform called facebook tp from china
638,0,us citizens damn i got corona virus us government ok boo i see you treat yo self
639,0,just waiting for the usual race baiters to tell us it is racist not to get the coronavirus
640,1,“hike more worry less ” sachin 0_0 nived_jayaraj akhil_raj_97
641,1,making lemang using blue_heart rose since 24hrs make ur life easy as abc smiling_face – at king abdulaziz medical city riyadh
642,0,updated covid 19 concerns impacting imaging industry – the dead pixels society
643,0,liv i know it sucks you guys are limited what you can do cuz of this devil the corona virus we do appreciate the fact u r still going out there like from wwe pc to still put on a show for the wwe universe god bless and stay safe from this devil we u guys
644,0,surgeon general has coronavirus warning 'this week it is going to get bad'
